"Year","Focal_Depth","Primary_Magnitude","Country","Latitude","Longitude","Deaths","Missing","Injuriez","Damage($M)"
2009,10,7.3,"HONDURAS",16.72,-86.236,,,,
2009,12,7.8,"NEW ZEALAND",-45.762,166.562,,,,
2009,5,7.5,"INDIA",14.099,92.888,,,,
2009,40,6.4,"JAPAN",34.743,138.264,,,,
2009,20,6.7,"INDONESIA",-1.479,99.49,,,,
2009,18,8.1,"SAMOA",-15.489,-172.095,192,7,,285
2009,81,7.5,"INDONESIA",-0.72,99.867,,,,
2009,45,7.6,"VANUATU",-13.006,166.51,,,,
2010,26,6.6,"SOLOMON ISLANDS",-8.743,157.477,,,,
2010,25,7.1,"SOLOMON ISLANDS",-8.799,157.346,,,,
2010,15,6.8,"SOLOMON ISLANDS",-9.019,157.551,,,,
2010,13,7,"HAITI",18.457,-72.533,7,,,
2010,25,7,"JAPAN",25.93,128.425,,,,
2010,23,8.8,"CHILE",-36.122,-72.898,156,12000,,30000
2010,11,6.9,"CHILE",-34.29,-71.891,,,,
2010,31,7.8,"INDONESIA",2.383,97.048,,,,
2010,35,7.5,"INDIA",7.881,91.936,,,,
2010,25,7.2,"VANUATU",-17.541,168.069,,,,
2010,10,6.9,"USA TERRITORY",12.484,141.476,,,,
2010,20,7.8,"INDONESIA",-3.487,100.082,431,,,39
2010,14,7.4,"JAPAN",26.901,143.698,,,,
2010,16,7.3,"VANUATU",-19.702,167.947,,,,
2011,24,6.5,"VANUATU",-19.157,168.311,,,,
2011,28,6.8,"CHILE",-36.474,-73.125,,,,
2011,32,7.5,"JAPAN",38.435,142.842,,,,
2011,30,9,"JAPAN",38.297,142.372,18457,6152,,220085.456
2011,42,7.1,"JAPAN",38.276,141.588,,,,
2011,52,7.3,"USA",52.05,-171.836,,,,
2011,17,7.6,"NEW ZEALAND",-29.539,-176.34,,,,
2011,23,7,"JAPAN",38.034,143.264,,,,
2011,32,7.1,"VANUATU",-18.365,168.143,,,,
2011,28,7,"VANUATU",-18.311,168.218,,,,
2011,32,6.8,"USA",52.171,-171.708,,,,
2011,33,7.4,"NEW ZEALAND",-28.993,-176.238,,,,
2012,23,7,"VANUATU",-17.827,167.133,,,,
2012,12,6.9,"JAPAN",40.887,144.944,,,,
2012,20,7.4,"MEXICO",16.493,-98.231,,,,
2012,20,8.6,"INDONESIA",2.327,93.063,,,,
2012,25,8.2,"INDONESIA",0.802,92.463,,,,
2012,11,6.3,"VANUATU",-18.972,168.741,,,,
2012,28,7.3,"EL SALVADOR",12.139,-88.59,,,,
2012,28,7.6,"PHILIPPINES",10.811,126.638,,,,
2012,35,7.6,"COSTA RICA",10.085,-85.315,,,,
2012,14,7.7,"CANADA",52.788,-132.101,1,,,
2012,24,7.3,"GUATEMALA",13.988,-91.895,,,,
2012,31,7.2,"JAPAN",37.89,143.949,,,,
2013,10,7.5,"USA",55.393,-134.652,,,,
2013,24,7.9,"SOLOMON ISLANDS",-10.766,165.114,10,15,,
2013,21,7,"SOLOMON ISLANDS",-10.928,166.018,,,,
2013,17,6.5,"NEW ZEALAND",-41.704,174.337,,,,
2013,10,6.5,"NEW ZEALAND",-41.767,174.061,,,,
2013,47,,"PAKISTAN",25.18,62.26,,,,
2013,26,7.1,"JAPAN",37.149,144.679,,,,
2013,10,7.8,"ANTARCTICA",-60.296,-46.362,,,,
2014,20,6.7,"CHILE",-19.925,-70.628,,,,
2014,20,8.2,"CHILE",-19.642,-70.817,,,,
2014,40,7.6,"CHILE",-20.4,-70.135,,,,
2014,29,7.6,"SOLOMON ISLANDS",-11.315,162.211,,,,
2014,35,7.4,"SOLOMON ISLANDS",-11.451,162.069,,,,
2014,24,7.2,"MEXICO",17.552,-100.816,,,,
2014,31,7.5,"PAPUA NEW GUINEA",-6.72,154.931,,,,
2014,20,6.9,"NEW ZEALAND",-30.118,-177.67,,,,
2014,108,7.9,"USA",51.797,178.76,,,,
2014,11,6.5,"JAPAN",37.04,142.425,,,,
2014,10,6.1,"USA",58.358,-137.13,,,,
2014,16,7.1,"CHILE",-32.115,-110.779,,,,
2014,35,7.1,"INDONESIA",1.928,126.54,,,,
2015,23,6.7,"JAPAN",39.83,142.89,,,,
2015,10,6.4,"VANUATU",-16.431,168.148,,,,
2015,40,7.5,"PAPUA NEW GUINEA",-4.76,152.556,,,,
2015,33,5.7,"JAPAN",31.594,140.167,,,,
2015,42,7.5,"PAPUA NEW GUINEA",-5.465,151.886,,,,
2015,12,6.7,"SOLOMON ISLANDS",-9.303,158.396,,,,
2015,10,7,"SOLOMON ISLANDS",-10.444,165.172,,,,
2015,29,6.9,"USA",52.736,-169.446,,,,
2015,22,8.3,"CHILE",-31.573,-71.674,8,,,
2015,10,6.9,"CHILE",-29.439,-72.105,,,,
2015,12,6.7,"JAPAN",30.991,128.877,,,,
2015,11,6.5,"GREECE",38.755,20.552,,,,
2016,24,7.8,"INDONESIA",-4.908,94.275,,,,
2016,19,7.8,"ECUADOR",3.71,-79.94,,,,
2016,27,7,"VANUATU",-16.074,167.393,,,,
2016,10,7.2,"NEW CALEDONIA",-22.495,173.111,,,,
