"movie_title","director_name","title_year","duration","genre","gross","budget","imdb_score","classify_score","cast_total_facebook_likes"
"3 Days to Kill ","McG",2014,123,"Action",30688364,2.8e+07,6.2,"Average",1286
"We Own the Night ","James Gray",2007,117,"Drama",28563179,2.1e+07,6.9,"Average",3681
"Lost Souls ","Janusz Kaminski",2000,97,"Drama",16779636,2.8e+07,4.8,"Average",1805
"Winged Migration ","Jacques Perrin",2001,81,"Documentary",10762178,1.6e+08,8,"Hit",66
"Just My Luck ","Donald Petrie",2006,103,"Comedy",17324744,2.8e+07,5.3,"Average",3211
"Mystery, Alaska ","Jay Roach",1999,119,"Comedy",8888143,2.8e+07,6.7,"Average",2171
"The Spy Next Door ","Brian Levant",2010,94,"Action",24268828,2.8e+07,5.4,"Average",3436
"A Simple Wish ","Michael Ritchie",1997,89,"Comedy",8119205,2.8e+07,5.4,"Average",5535
"Ghosts of Mars ","John Carpenter",2001,98,"Action",8434601,2.8e+07,4.9,"Average",28867
"Our Brand Is Crisis ","David Gordon Green",2015,107,"Comedy",6998324,2.8e+07,6.1,"Average",3944
"Pride and Prejudice and Zombies ","Burr Steers",2016,108,"Action",10907291,2.8e+07,5.8,"Average",4710
"Kundun ","Martin Scorsese",1997,134,"Drama",5532301,2.8e+07,7,"Average",4
"How to Lose Friends & Alienate People ","Robert B. Weide",2008,110,"Comedy",2775593,2.7e+07,6.5,"Average",858
"Kick-Ass 2 ","Jeff Wadlow",2013,103,"Action",28751715,2.8e+07,6.6,"Average",19168
"Brick Mansions ","Camille Delamarre",2014,100,"Action",20285518,2.8e+07,5.7,"Average",25387
"Octopussy ","John Glen",1983,131,"Action",67900000,27500000,6.6,"Average",1898
"Knocked Up ","Judd Apatow",2007,133,"Comedy",148734225,3e+07,7,"Average",12874
"My Sister's Keeper ","Nick Cassavetes",2009,109,"Drama",49185998,3e+07,7.4,"Hit",1775
"Welcome Home, Roscoe Jenkins ","Malcolm D. Lee",2008,114,"Comedy",42168445,3.5e+07,5.3,"Average",3565
"A Passage to India ","David Lean",1984,164,"Drama",26400000,1.6e+07,7.4,"Hit",1334
"Notes on a Scandal ","Richard Eyre",2006,92,"Romance",17508670,1.5e+07,7.4,"Hit",646
"Rendition ","Gavin Hood",2007,122,"Drama",9664316,27500000,6.8,"Average",50950
"Star Trek VI: The Undiscovered Country ","Nicholas Meyer",1991,110,"Action",74888996,3e+07,7.2,"Hit",16230
"Divine Secrets of the Ya-Ya Sisterhood ","Callie Khouri",2002,116,"Drama",69586544,2.7e+07,6,"Average",3845
"Kiss the Girls ","Gary Fleder",1997,115,"Drama",60491560,2.7e+07,6.6,"Average",14322
"The Blues Brothers ","John Landis",1980,148,"Action",54200000,2.7e+07,7.9,"Hit",2566
"Joyful Noise ","Todd Graff",2012,118,"Comedy",30920167,2.5e+07,5.7,"Average",3389
"About a Boy ","Chris Weitz",2002,101,"Comedy",40566655,3e+07,7.1,"Hit",74
"Lake Placid ","Steve Miner",1999,82,"Action",31768374,2.7e+07,5.6,"Average",3313
"Lucky Number Slevin ","Paul McGuigan",2006,110,"Drama",22494487,2.7e+07,7.8,"Hit",26451
"The Right Stuff ","Philip Kaufman",1983,193,"Drama",21500000,2.7e+07,7.9,"Hit",6341
"Anonymous ","Roland Emmerich",2011,130,"Drama",4463292,3e+07,6.9,"Average",2452
"Dark City ","Alex Proyas",1998,111,"Action",14337579,2.7e+07,7.7,"Hit",4696
"The Duchess ","Saul Dibb",2008,110,"Romance",13823741,13500000,6.9,"Average",6420
"The Newton Boys ","Richard Linklater",1998,123,"Action",10297897,2.7e+07,6,"Average",11969
"Case 39 ","Christian Alvart",2009,109,"Horror",13248477,2.7e+07,6.2,"Average",15790
"Suspect Zero ","E. Elias Merhige",2004,99,"Drama",8712564,2.7e+07,5.9,"Average",1721
"Martian Child ","Menno Meyjes",2007,106,"Comedy",7486906,2.7e+07,6.8,"Average",2495
"Spy Kids: All the Time in the World in 4D ","Robert Rodriguez",2011,89,"Action",38536376,2.7e+07,3.6,"Average",4311
"Money Monster ","Jodie Foster",2016,98,"Drama",41008532,2.7e+07,6.7,"Average",10894
"Formula 51 ","Ronny Yu",2001,93,"Action",5204007,2.8e+07,6.3,"Average",1044
"Flawless ","Joel Schumacher",1999,112,"Comedy",4485485,1.5e+07,6.4,"Average",46022
"Mindhunters ","Renny Harlin",2004,101,"Horror",4476235,2.7e+07,6.4,"Average",4186
"What Just Happened ","Barry Levinson",2008,104,"Comedy",1089365,2.5e+07,5.7,"Average",71973
"The Statement ","Norman Jewison",2003,120,"Drama",763044,2.3e+07,6.2,"Average",3286
"Paul Blart: Mall Cop ","Steve Carr",2009,91,"Action",20819129,2.6e+07,5.2,"Average",2954
"Freaky Friday ","Mark Waters",2003,97,"Comedy",110222438,2.6e+07,6.1,"Average",3984
"The 40-Year-Old Virgin ","Judd Apatow",2005,133,"Comedy",109243478,2.6e+07,7.1,"Hit",8341
"Shakespeare in Love ","John Madden",1998,123,"Comedy",100241322,2.5e+07,7.2,"Hit",1690
"A Walk Among the Tombstones ","Scott Frank",2014,114,"Drama",25977365,2.8e+07,6.5,"Average",15428
"Kindergarten Cop ","Ivan Reitman",1990,111,"Action",91457688,2.6e+07,6,"Average",2403
"Pineapple Express ","David Gordon Green",2008,117,"Action",87341380,2.7e+07,7,"Average",15590
"Ever After: A Cinderella Story ","Andy Tennant",1998,121,"Comedy",65703412,2.6e+07,7,"Average",2747
"Open Range ","Kevin Costner",2003,139,"Romance",58328680,2.2e+07,7.5,"Hit",5458
"Flatliners ","Joel Schumacher",1990,115,"Drama",61490000,2.6e+07,6.6,"Average",10493
"A Bridge Too Far ","Richard Attenborough",1977,175,"Drama",50800000,2.6e+07,7.4,"Hit",669
"Red Eye ","Wes Craven",2005,85,"Horror",57859105,2.6e+07,6.5,"Average",1090
"Final Destination 2 ","David R. Ellis",2003,90,"Horror",46455802,2.6e+07,6.2,"Average",3172
"O Brother, Where Art Thou? ","Joel Coen",2000,107,"Comedy",45506619,2.6e+07,7.8,"Hit",3066
"Legion ","Scott Stewart",2010,100,"Action",40168080,2.6e+07,5.2,"Average",3889
"Pain & Gain ","Michael Bay",2013,129,"Comedy",49874933,2.6e+07,6.5,"Average",13573
"In Good Company ","Paul Weitz",2004,109,"Comedy",45489752,2.6e+07,6.5,"Average",28493
"Clockstoppers ","Jonathan Frakes",2002,94,"Action",36985501,2.6e+07,5.2,"Average",3917
"Silverado ","Lawrence Kasdan",1985,133,"Action",33200000,2.6e+07,7.2,"Hit",1154
"Brothers ","Jim Sheridan",2009,105,"Drama",28501651,2.6e+07,7.1,"Hit",42473
"Agent Cody Banks 2: Destination London ","Kevin Allen",2004,100,"Action",23222861,2.6e+07,4.5,"Average",3742
"New Year's Eve ","Garry Marshall",2011,113,"Comedy",54540525,5.6e+07,5.7,"Average",23456
"Original Sin ","Michael Cristofer",2001,118,"Romance",16252765,4.2e+07,6,"Average",11662
"The Raven ","James McTeigue",2012,110,"Horror",16005978,2.6e+07,6.4,"Average",2356
"Welcome to Mooseport ","Donald Petrie",2004,110,"Comedy",14469428,2.6e+07,5.2,"Average",2466
"Highlander: The Final Dimension ","Andrew Morahan",1994,99,"Action",13829734,2.6e+07,4.3,"Average",2960
"Blood and Wine ","Bob Rafelson",1996,101,"Drama",1075288,2.2e+07,6.1,"Average",2228
"The Curse of the Jade Scorpion ","Woody Allen",2001,103,"Comedy",7496522,2.6e+07,6.8,"Average",12534
"Flipper ","Alan Shapiro",1996,95,"Adventure",20047715,25530000,5.2,"Average",616
"Self/less ","Tarsem Singh",2015,117,"Action",12276810,2.6e+07,6.5,"Average",17847
"The Constant Gardener ","Fernando Meirelles",2005,129,"Romance",33565375,1.5e+07,7.5,"Hit",1565
"The Passion of the Christ ","Mel Gibson",2004,120,"Drama",499263,3e+07,7.1,"Hit",705
"Mrs. Doubtfire ","Chris Columbus",1993,125,"Comedy",219200000,2.5e+07,6.9,"Average",52201
"Rain Man ","Barry Levinson",1988,133,"Drama",172825435,2.5e+07,8,"Hit",12285
"Gran Torino ","Clint Eastwood",2008,116,"Drama",148085755,3.3e+07,8.2,"Hit",17347
"W. ","Oliver Stone",2008,129,"Drama",25517500,25100000,6.4,"Average",4264
"Taken ","Pierre Morel",2008,93,"Action",145000989,2.5e+07,7.9,"Hit",16461
"The Best of Me ","Michael Hoffman",2014,118,"Romance",26761283,2.6e+07,6.7,"Average",3197
"The Bodyguard ","Mick Jackson",1992,129,"Action",121945720,2.5e+07,6.1,"Average",2551
"Schindler's List ","Steven Spielberg",1993,185,"Drama",96067179,2.2e+07,8.9,"Hit",15233
"The Help ","Tate Taylor",2011,146,"Drama",169705587,2.5e+07,8.1,"Hit",23227
"The Fifth Estate ","Bill Condon",2013,128,"Drama",3254172,2.8e+07,6.2,"Average",36337
"Scooby-Doo 2: Monsters Unleashed ","Raja Gosnell",2004,93,"Comedy",84185387,8e+07,4.9,"Average",7800
"Freddy vs. Jason ","Ronny Yu",2003,97,"Action",82163317,3e+07,5.8,"Average",4692
"Jimmy Neutron: Boy Genius ","John A. Davis",2001,82,"Action",80920948,3e+07,6,"Average",2251
"Cloverfield ","Matt Reeves",2008,85,"Action",80034302,2.5e+07,7,"Average",3958
"Teenage Mutant Ninja Turtles II: The Secret of the Ooze ","Michael Pressman",1991,88,"Action",78656813,2.5e+07,6,"Average",2501
"The Untouchables ","Brian De Palma",1987,119,"Drama",76270454,2.5e+07,7.9,"Hit",22767
"No Country for Old Men ","Ethan Coen",2007,122,"Drama",74273505,2.5e+07,8.1,"Hit",4738
"Ride Along ","Tim Story",2014,99,"Action",134141530,2.5e+07,6.2,"Average",2394
"Bridget Jones's Diary ","Sharon Maguire",2001,97,"Comedy",71500556,2.6e+07,6.7,"Average",16999
"Chocolat ","Lasse Hallström",2000,121,"Romance",71309760,2.5e+07,7.3,"Hit",1323
"Legally Blonde 2: Red, White & Blonde ","Charles Herman-Wurmfeld",2003,95,"Comedy",89808372,4.5e+07,4.6,"Average",3500
"Parental Guidance ","Andy Fickman",2012,105,"Comedy",77264926,2.5e+07,6.1,"Average",5740
"No Strings Attached ","Ivan Reitman",2011,108,"Comedy",70625986,2.5e+07,6.2,"Average",22739
"Tombstone ","George P. Cosmatos",1993,134,"Action",56505065,2.5e+07,7.8,"Hit",4453
"Romeo Must Die ","Andrzej Bartkowiak",2000,115,"Action",55973336,2.5e+07,6.1,"Average",9082
"Final Destination 3 ","James Wong",2006,86,"Horror",54098051,2.5e+07,5.8,"Average",2420
"The Lucky One ","Scott Hicks",2012,101,"Romance",60443237,2.5e+07,6.5,"Average",1852
"Bridge to Terabithia ","Gabor Csupo",2007,96,"Drama",82234139,1.7e+07,7.2,"Hit",28071
"Finding Neverland ","Marc Forster",2004,101,"Drama",51676606,2.5e+07,7.8,"Hit",58823
"A Madea Christmas ","Tyler Perry",2013,100,"Comedy",52528330,2.5e+07,4.7,"Average",3202
"The Grey ","Joe Carnahan",2011,117,"Action",51533608,2.5e+07,6.8,"Average",16606
"Hide and Seek ","John Polson",2005,101,"Drama",51097664,3e+07,5.9,"Average",23328
"Anchorman: The Legend of Ron Burgundy ","Adam McKay",2004,98,"Comedy",84136909,2.6e+07,7.2,"Hit",656730
"Goodfellas ","Martin Scorsese",1990,146,"Drama",46836394,2.5e+07,8.7,"Hit",24783
"Agent Cody Banks ","Harald Zwart",2003,102,"Action",47285499,2.6e+07,5,"Average",3037
"Nanny McPhee ","Kirk Jones",2005,97,"Comedy",47124400,2.5e+07,6.6,"Average",17278
"Scarface ","Brian De Palma",1983,142,"Drama",44700000,2.5e+07,8.3,"Hit",16464
"Nothing to Lose ","Steve Oedekerk",1997,98,"Action",44455658,2.5e+07,6.7,"Average",2457
"The Last Emperor ","Bernardo Bertolucci",1987,219,"Drama",43984230,2.3e+07,7.8,"Hit",2451
"Contraband ","Baltasar Kormákur",2012,109,"Action",66489425,2.5e+07,6.5,"Average",26625
"Money Talks ","Brett Ratner",1997,97,"Action",41067398,2.5e+07,6.1,"Average",2530
"There Will Be Blood ","Paul Thomas Anderson",2007,158,"Drama",40218903,2.5e+07,8.1,"Hit",533
"The Wild Thornberrys Movie ","Cathy Malkasian",2002,85,"Comedy",39880476,2.5e+07,5.2,"Average",2908
"Rugrats Go Wild ","John Eng",2003,80,"Comedy",39399750,2.5e+07,5.6,"Average",3017
"Undercover Brother ","Malcolm D. Lee",2002,86,"Action",38230435,2.5e+07,5.8,"Average",3001
"The Sisterhood of the Traveling Pants ","Ken Kwapis",2005,119,"Comedy",39008741,2.5e+07,6.6,"Average",6862
"Kiss of the Dragon ","Chris Nahon",2001,98,"Action",36833473,2.5e+07,6.6,"Average",7945
"The House Bunny ","Fred Wolf",2008,97,"Comedy",48237389,2.5e+07,5.5,"Average",18789
"Million Dollar Arm ","Craig Gillespie",2014,124,"Drama",36447959,2.5e+07,7,"Average",6393
"The Giver ","Phillip Noyce",2014,97,"Romance",45089048,2.5e+07,6.5,"Average",36064
"What a Girl Wants ","Dennie Gordon",2003,105,"Comedy",35990505,2e+07,5.8,"Average",16400
"Jeepers Creepers II ","Victor Salva",2003,104,"Horror",35143332,1.7e+07,5.6,"Average",1340
"Good Luck Chuck ","Mark Helfrich",2007,101,"Comedy",35000629,2.5e+07,5.6,"Average",2822
"Cradle 2 the Grave ","Andrzej Bartkowiak",2003,101,"Action",34604054,3e+07,5.8,"Average",6867
"The Hours ","Stephen Daldry",2002,114,"Romance",41597830,2.5e+07,7.6,"Hit",12624
"She's the Man ","Andy Fickman",2006,105,"Comedy",33687630,2e+07,6.4,"Average",20109
"Mr. Bean's Holiday ","Steve Bendelack",2007,90,"Comedy",32553210,2.5e+07,6.3,"Average",794
"Anacondas: The Hunt for the Blood Orchid ","Dwight H. Little",2004,97,"Action",31526393,2.5e+07,4.6,"Average",2730
"Blood Ties ","Guillaume Canet",2013,144,"Drama",41229,25500000,6.5,"Average",18442
"August Rush ","Kirsten Sheridan",2007,114,"Drama",31655091,3e+07,7.5,"Hit",50927
"Elizabeth ","Shekhar Kapur",1998,124,"Drama",30012990,2.5e+07,7.5,"Hit",1006
"Bride of Chucky ","Ronny Yu",1998,89,"Comedy",32368960,2.5e+07,5.3,"Average",667
"Tora! Tora! Tora! ","Richard Fleischer",1970,160,"Action",14500000,2.5e+07,7.5,"Hit",1548
"Spice World ","Bob Spiers",1997,93,"Comedy",29247405,2.5e+07,3.3,"Average",2176
"Dance Flick ","Damien Dante Wayans",2009,88,"Action",25615792,2.5e+07,3.5,"Average",4378
"The Shawshank Redemption ","Frank Darabont",1994,142,"Drama",28341469,2.5e+07,9.3,"Hit",13495
"Crocodile Dundee in Los Angeles ","Simon Wincer",2001,92,"Comedy",25590119,21150000,4.8,"Average",1315
"Kingpin ","Bobby Farrelly",1996,117,"Comedy",24944213,2.7e+07,6.9,"Average",16937
"The Gambler ","Rupert Wyatt",2014,111,"Drama",33631221,2.5e+07,6,"Average",3784
"August: Osage County ","John Wells",2013,121,"Drama",37738400,2.5e+07,7.3,"Hit",39690
"A Lot Like Love ","Nigel Cole",2005,107,"Comedy",21835784,3e+07,6.6,"Average",1095
"Eddie the Eagle ","Dexter Fletcher",2016,106,"Comedy",15785632,2.3e+07,7.5,"Hit",21195
"He Got Game ","Spike Lee",1998,136,"Drama",21554585,2.5e+07,6.9,"Average",37315
"Don Juan DeMarco ","Jeremy Leven",1994,97,"Comedy",22200000,2.5e+07,6.8,"Average",52122
"Dear John ","Lasse Hallström",2010,108,"Romance",80014842,2.5e+07,6.3,"Average",19945
"The Losers ","Sylvain White",2010,97,"Action",23527955,2.5e+07,6.4,"Average",12841
"Don't Be Afraid of the Dark ","Troy Nixey",2010,99,"Horror",24042490,2.5e+07,5.6,"Average",3744
"War ","Philip G. Atwell",2007,103,"Action",22466994,2.5e+07,6.3,"Average",33565
"Punch-Drunk Love ","Paul Thomas Anderson",2002,95,"Comedy",17791031,2.5e+07,7.3,"Hit",11994
"EuroTrip ","Jeff Schaffer",2004,93,"Comedy",17718223,2.5e+07,6.6,"Average",14180
"Half Past Dead ","Don Michael Paul",2002,98,"Action",15361537,1.3e+07,4.6,"Average",1855
"Unaccompanied Minors ","Paul Feig",2006,90,"Comedy",16647384,2.6e+07,5.1,"Average",4431
"Bright Lights, Big City ","James Bridges",1988,107,"Drama",16118077,2.5e+07,5.6,"Average",3067
"The Adventures of Pinocchio ","Steve Barron",1996,90,"Adventure",15091542,2.5e+07,5.3,"Average",2465
"The Box ","Richard Kelly",2009,115,"Drama",15045676,1.6e+07,5.6,"Average",2466
"The Ruins ","Carter Smith",2008,93,"Horror",17427926,8e+06,5.9,"Average",1749
"The Next Best Thing ","John Schlesinger",2000,99,"Comedy",14983572,2.5e+07,4.7,"Average",2498
"My Soul to Take ","Wes Craven",2010,107,"Horror",14637490,2.5e+07,4.8,"Average",2537
"The Girl Next Door ","Luke Greenfield",2004,110,"Comedy",14589444,2.5e+07,6.8,"Average",911
"Maximum Risk ","Ringo Lam",1996,101,"Action",14095303,2.5e+07,5.4,"Average",1634
"Stealing Harvard ","Bruce McCulloch",2002,85,"Comedy",13973532,2.5e+07,5.1,"Average",3065
"Legend ","Brian Helgeland",2015,132,"Drama",1865774,3e+07,7,"Average",27659
"Shark Night 3D ","David R. Ellis",2011,90,"Horror",18860403,2.5e+07,4,"Average",4952
"Angela's Ashes ","Alan Parker",1999,145,"Drama",13038660,2.5e+07,7.3,"Hit",1282
"Draft Day ","Ivan Reitman",2014,110,"Drama",28831145,2.5e+07,6.8,"Average",3757
"The Conspirator ","Robert Redford",2010,122,"Drama",11538204,2.5e+07,7,"Average",21163
"Lords of Dogtown ","Catherine Hardwicke",2005,107,"Drama",11008432,2.5e+07,7.1,"Hit",16651
"The 33 ","Patricia Riggen",2015,127,"Drama",12188642,2.6e+07,6.9,"Average",2230
"Big Trouble in Little China ","John Carpenter",1986,99,"Action",11100000,2.5e+07,7.3,"Hit",896
"Warrior ","Gavin O'Connor",2011,140,"Drama",13651662,2.5e+07,8.2,"Hit",29692
"Michael Collins ","Neil Jordan",1996,133,"Drama",11030963,2.8e+07,7.1,"Hit",48482
"Gettysburg ","Ron Maxwell",1993,271,"Drama",10769960,2.5e+07,7.7,"Hit",2107
"Stop-Loss ","Kimberly Peirce",2008,112,"Drama",10911750,2.5e+07,6.5,"Average",43560
"Abandon ","Stephen Gaghan",2002,99,"Romance",10719367,2.5e+07,4.9,"Average",28987
"Brokedown Palace ","Jonathan Kaplan",1999,100,"Drama",10114315,2.5e+07,6.4,"Average",582
"The Possession ","Ole Bornedal",2012,92,"Horror",49122319,1.4e+07,5.9,"Average",2348
"Mrs. Winterbourne ","Richard Benjamin",1996,105,"Comedy",10070000,2.5e+07,6.2,"Average",5023
"Straw Dogs ","Rod Lurie",2011,110,"Action",10324441,2.5e+07,5.8,"Average",11431
"The Hoax ","Lasse Hallström",2006,116,"Comedy",7156933,2.5e+07,6.7,"Average",1134
"Stone Cold ","Craig R. Baxley",1991,88,"Action",9286314,1.7e+07,5.9,"Average",583
"The Road ","John Hillcoat",2009,111,"Drama",56692,2.5e+07,7.3,"Hit",23566
"Underclassman ","Marcos Siega",2005,95,"Action",5654777,2.5e+07,4.1,"Average",2165
"Say It Isn't So ","J.B. Rogers",2001,95,"Comedy",5516708,2.5e+07,4.9,"Average",2413
"The World's Fastest Indian ","Roger Donaldson",2005,127,"Drama",5128124,2.5e+07,7.9,"Hit",12574
"Snakes on a Plane ","David R. Ellis",2006,105,"Action",34014398,3.3e+07,5.6,"Average",2603
"Tank Girl ","Rachel Talalay",1995,104,"Action",4064333,2.5e+07,5.2,"Average",9662
"King's Ransom ","Jeffrey W. Byrd",2005,95,"Comedy",4006906,1.5e+07,4.1,"Average",4990
"Blindness ","Fernando Meirelles",2008,121,"Drama",3073392,2.5e+07,6.6,"Average",142
"BloodRayne ","Uwe Boll",2005,92,"Action",1550000,2.5e+07,2.9,"Flop",2930
"Where the Truth Lies ","Atom Egoyan",2005,107,"Drama",871527,2.5e+07,6.5,"Average",16090
"Without Limits ","Robert Towne",1998,117,"Drama",777423,2.5e+07,7.2,"Hit",4351
"Me and Orson Welles ","Richard Linklater",2008,107,"Drama",1186957,2.5e+07,6.8,"Average",1591
"The Best Offer ","Giuseppe Tornatore",2013,131,"Romance",85433,13500000,7.8,"Hit",5954
"Bad Lieutenant: Port of Call New Orleans ","Werner Herzog",2009,122,"Drama",1697956,2e+07,6.7,"Average",13809
"Little White Lies ","Guillaume Canet",2010,134,"Comedy",183662,2.5e+07,7.1,"Hit",890
"Love Ranch ","Taylor Hackford",2010,117,"Comedy",134904,2.5e+07,5.7,"Average",3204
"The Counselor ","Ridley Scott",2013,138,"Drama",16969390,2.5e+07,5.3,"Average",27797
"Kung Fu Killer ","Teddy Chan",2014,100,"Action",129115,2.5e+07,6.5,"Average",285
"Dangerous Liaisons ","Stephen Frears",1988,119,"Romance",34700000,1.4e+07,7.7,"Hit",35501
"On the Road ","Walter Salles",2012,137,"Drama",717753,2.5e+07,6.1,"Average",33747
"Star Trek IV: The Voyage Home ","Leonard Nimoy",1986,119,"Comedy",109713132,2.5e+07,7.3,"Hit",15449
"Rocky Balboa ","Sylvester Stallone",2006,139,"Drama",70269171,2.4e+07,7.2,"Hit",15111
"Scream 2 ","Wes Craven",1997,120,"Horror",101334374,2.4e+07,6.1,"Average",2321
"Jane Got a Gun ","Gavin O'Connor",2016,98,"Action",1512815,2.5e+07,5.8,"Average",21414
"Think Like a Man Too ","Tim Story",2014,106,"Comedy",65182182,2.4e+07,5.7,"Average",4830
"The Whole Nine Yards ","Jonathan Lynn",2000,98,"Comedy",57262492,2.4e+07,6.7,"Average",17582
"Footloose ","Herbert Ross",1984,107,"Romance",8e+07,8200000,6.5,"Average",1962
"Old School ","Todd Phillips",2003,88,"Comedy",74608545,2.4e+07,7.2,"Hit",10325
"The Fisher King ","Terry Gilliam",1991,137,"Comedy",41895491,2.4e+07,7.6,"Hit",12947
"I Still Know What You Did Last Summer ","Danny Cannon",1998,100,"Horror",39989008,2.4e+07,4.6,"Average",49847
"Return to Me ","Bonnie Hunt",2000,115,"Comedy",32662299,2.4e+07,6.9,"Average",3946
"Zack and Miri Make a Porno ","Kevin Smith",2008,101,"Comedy",31452765,2.4e+07,6.6,"Average",638
"Nurse Betty ","Neil LaBute",2000,110,"Comedy",25167270,2.4e+07,6.3,"Average",12254
"The Men Who Stare at Goats ","Grant Heslov",2009,94,"Comedy",32416109,2.5e+07,6.2,"Average",32474
"Double Take ","George Gallo",2001,88,"Action",20218,2.4e+07,5.3,"Average",2557
"Girl, Interrupted ","James Mangold",1999,127,"Drama",28871190,2.4e+07,7.3,"Hit",13433
"Win a Date with Tad Hamilton! ","Robert Luketic",2004,95,"Comedy",16964743,2.4e+07,5.6,"Average",4681
"Muppets from Space ","Tim Hill",1999,87,"Comedy",16290976,2.4e+07,6.2,"Average",3243
"The Wiz ","Sidney Lumet",1978,118,"Adventure",1.3e+07,2.4e+07,5.2,"Average",1458
"Ready to Rumble ","Brian Robbins",2000,107,"Comedy",12372410,2.4e+07,5.3,"Average",4971
"Play It to the Bone ","Ron Shelton",1999,124,"Comedy",8427204,2.4e+07,5.4,"Average",1523
"I Don't Know How She Does It ","Douglas McGrath",2011,89,"Comedy",9639242,2.4e+07,4.9,"Average",5470
"Piranha 3D ","Alexandre Aja",2010,88,"Comedy",25003072,2.4e+07,5.5,"Average",5737
"Beyond the Sea ","Kevin Spacey",2004,118,"Drama",6144806,2.3e+07,6.7,"Average",23689
"Meet the Deedles ","Steve Boyum",1998,93,"Comedy",4308981,2.4e+07,3.9,"Average",24436
"The Princess and the Cobbler ","Richard Williams",1993,80,"Action",669276,2.8e+07,7.2,"Hit",1088
"The Bridge of San Luis Rey ","Mary McGuckian",2004,120,"Romance",42880,2.4e+07,5.1,"Average",23769
"Faster ","George Tillman Jr.",2010,98,"Action",23225911,2.4e+07,6.5,"Average",14699
"Howl's Moving Castle ","Hayao Miyazaki",2004,119,"Adventure",4710455,2.4e+07,8.2,"Hit",24263
"Zombieland ","Ruben Fleischer",2009,88,"Comedy",75590286,23600000,7.7,"Hit",28011
"King Kong ","Peter Jackson",2005,201,"Action",218051260,2.07e+08,7.2,"Hit",7122
"The Waterboy ","Frank Coraci",1998,90,"Comedy",161487252,2e+07,6.1,"Average",13823
"Star Wars: Episode V - The Empire Strikes Back ","Irvin Kershner",1980,127,"Action",290158751,1.8e+07,8.8,"Hit",12643
"Bad Boys ","Michael Bay",1995,119,"Action",65807024,1.9e+07,6.8,"Average",11013
"The Naked Gun 2½: The Smell of Fear ","David Zucker",1991,85,"Comedy",86930411,2.3e+07,6.8,"Average",3847
"Final Destination ","James Wong",2000,98,"Horror",53302314,2.3e+07,6.7,"Average",3345
"The Ides of March ","George Clooney",2011,101,"Drama",40962534,12500000,7.1,"Hit",57077
"Pitch Black ","David Twohy",2000,112,"Sci-Fi",39235088,2.3e+07,7.1,"Hit",16196
"Someone Like You... ","Tony Goldwyn",2001,97,"Comedy",27338033,2.3e+07,6.1,"Average",20798
"Her ","Spike Jonze",2013,126,"Romance",25556065,2.3e+07,8,"Hit",19359
"Joy Ride ","John Dahl",2001,97,"Horror",21973182,2.3e+07,6.6,"Average",23242
"The Adventurer: The Curse of the Midas Box ","Jonathan Newman",2013,100,"Adventure",4756,2.5e+07,5.4,"Average",2450
"Anywhere But Here ","Wayne Wang",1999,114,"Comedy",18653615,2.3e+07,6.1,"Average",22040
"Chasing Liberty ","Andy Cadiff",2004,101,"Comedy",12189514,2.3e+07,6.1,"Average",829
"The Crew ","Michael Dinner",2000,88,"Comedy",13019253,2.3e+07,5.6,"Average",1509
"Haywire ","Steven Soderbergh",2011,93,"Action",18934858,2.3e+07,5.8,"Average",31187
"Jaws: The Revenge ","Joseph Sargent",1987,92,"Horror",20763013,2.3e+07,2.8,"Flop",2355
"Marvin's Room ","Jerry Zaks",1996,98,"Drama",12782508,2.3e+07,6.7,"Average",63194
"The Longshots ","Fred Durst",2008,94,"Comedy",11508423,2.3e+07,5.1,"Average",2453
"The End of the Affair ","Neil Jordan",1999,102,"Romance",10660147,2.3e+07,7.2,"Hit",672
"Harley Davidson and the Marlboro Man ","Simon Wincer",1991,98,"Action",7434726,2.3e+07,6,"Average",3671
"Coco Before Chanel ","Anne Fontaine",2009,111,"Drama",6109075,19430000,6.7,"Average",735
"Chéri ","Stephen Frears",2009,100,"Comedy",2708188,2.3e+07,6.2,"Average",365
"Vanity Fair ","Mira Nair",2004,141,"Drama",16123851,2.3e+07,6.2,"Average",1618
"1408 ","Mikael Håfström",2007,114,"Horror",71975611,2.5e+07,6.8,"Average",214
"Spaceballs ","Mel Brooks",1987,96,"Comedy",38119483,22700000,7.1,"Hit",2936
"The Water Diviner ","Russell Crowe",2014,111,"Drama",4190530,22500000,7.1,"Hit",1795
"Ghost ","Jerry Zucker",1990,127,"Romance",217631306,2.2e+07,7,"Average",3100
"There's Something About Mary ","Bobby Farrelly",1998,107,"Comedy",176483808,2.3e+07,7.1,"Hit",4664
"The Santa Clause ","John Pasquin",1994,97,"Comedy",144833357,2.2e+07,6.4,"Average",2790
"The Rookie ","John Lee Hancock",2002,127,"Drama",75597042,2e+07,7,"Average",6657
"The Game Plan ","Andy Fickman",2007,110,"Comedy",90636983,2.2e+07,6.2,"Average",15170
"The Bridges of Madison County ","Clint Eastwood",1995,135,"Romance",70960517,3.5e+07,7.5,"Hit",27237
"The Animal ","Luke Greenfield",2001,84,"Comedy",55762229,2.2e+07,4.8,"Average",1203
"The Hundred-Foot Journey ","Lasse Hallström",2014,122,"Comedy",54235441,2.2e+07,7.3,"Hit",1484
